dataset,additional_info,embedding_model,embedding_max_length,dr_method,dr_parameter,mn_ratio,fp_ratio,dimension_size,trustworthiness_ten_neigh,trustworthiness_fifty_neigh,trustworthiness_hundred_neigh,continuity_ten_neigh,continuity_fifty_neigh,continuity_hundred_neigh,pearson_corr,spearman_corr,ALS,AGS,Q,B,Q-B,NUM,Ss
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,50,0.9901,0.9842,0.9798,0.9987,0.9968,0.995,0.934,0.9372,0.9908,0.9356,3.71088853444445,0.00304336111111115,3.70784517333334,1.92557658204844,0.9628
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,5,0.8164,0.7775,0.7589,0.9657,0.9323,0.9101,0.3657,0.1393,0.8602,0.2525,1.2380,0.3692,0.8688,0.932068398777686,0.466
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,10,0.8233,0.7819,0.7616,0.9662,0.9328,0.9105,0.3658,0.1394,0.8627,0.2526,1.2439,0.3722,0.8717,0.933642822496914,0.4668
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,50,0.8237,0.7819,0.7615,0.9662,0.9328,0.9105,0.3672,0.1395,0.8628,0.2534,1.2457,0.3714,0.8743,0.935054939562376,0.4675
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,5,0.7915,0.7687,0.7543,0.9581,0.9304,0.9102,0.3029,0.133,0.8522,0.21795,1.1452210225,0.4022730625,0.74294796,0.861944290543188,0.431
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,10,0.7921,0.7691,0.7546,0.9581,0.9305,0.9103,0.2993,0.133,0.8525,0.21615,1.14190596,0.40487769,0.73702827,0.858503506108158,0.4293
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,50,0.7919,0.769,0.7545,0.9581,0.9304,0.9102,0.3036,0.133,0.85235,0.2183,1.1462914225,0.4020194025,0.74427202,0.862712014521648,0.4314
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,5,0.7213,0.7267,0.7297,0.9496,0.9329,0.9229,0.6862,0.6087,0.8305,0.6475,2.1844,0.0335,2.1509,1.46658517084189,0.7333
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,10,0.8421,0.8352,0.831,0.9787,0.9666,0.9584,0.765,0.7291,0.902,0.74705,2.7193659025,0.0240095025,2.6953564,1.64175406197152,0.8209
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,50,0.9886,0.982,0.9773,0.9988,0.997,0.9953,0.9328,0.9373,0.989833333333333,0.9351,3.70517584694444,0.00300121361111107,3.70217463333333,1.92410359215229,0.9621
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,5,0.8092,0.7716,0.7517,0.9671,0.9357,0.9144,0.358,0.1379,0.8583,0.24795,1.22375218777778,0.372506777777777,0.851245410000003,0.922629616910276,0.4613
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,10,0.8146,0.7741,0.7541,0.9675,0.9362,0.9149,0.3594,0.1386,0.8602,0.2490,1.2304,0.3736,0.8568,0.925630811933139,0.4628
20NG,body_only,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,50,0.8158,0.7747,0.7541,0.9674,0.9362,0.915,0.3598,0.1389,0.8605,0.2494,1.2318,0.3735,0.8583,0.926442629992093,0.4632
20NG,from_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,5,0.9752,0.9691,0.9657,0.9839,0.9785,0.9755,0.8291,0.8889,0.9747,0.8590,3.3623,0.0134,3.3489,1.82999928961735,0.915
20NG,from_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,10,0.9752,0.9691,0.9657,0.9839,0.9785,0.9755,0.8291,0.8889,0.9747,0.8590,3.3623,0.0134,3.3489,1.82999928961735,0.915
20NG,from_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,50,0.9752,0.9691,0.9657,0.9839,0.9785,0.9755,0.8291,0.8889,0.9747,0.8590,3.3623,0.0134,3.3489,1.82999928961735,0.915
20NG,from_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,5,0.9789,0.9769,0.9762,0.9921,0.9894,0.9881,0.9837,0.9833,0.9836,0.9835,3.8695,0.0000,3.8695,1.96709999745819,0.9835
20NG,from_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,10,0.9956,0.9943,0.9937,0.9978,0.9967,0.9962,0.9924,0.9929,0.9957,0.9927,3.9536,0.0000,3.9536,1.98836430179851,0.9942
20NG,from_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,50,0.9998,0.9995,0.9993,0.9998,0.9997,0.9996,0.9984,0.9984,0.9996,0.9984,3.9921,0.0000,3.9921,1.99801629622984,0.999
20NG,from_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,5,0.9835,0.9763,0.9725,0.9881,0.9809,0.9775,0.8381,0.8931,0.9798,0.8656,3.4055,0.0130,3.3925,1.84186305679874,0.9209
20NG,from_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,10,0.9838,0.9765,0.9727,0.9881,0.9808,0.9774,0.8364,0.8919,0.9799,0.8642,3.4005,0.0134,3.3871,1.84039798141598,0.9202
20NG,from_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,50,0.9839,0.9766,0.9727,0.9881,0.9807,0.9773,0.8375,0.8925,0.9799,0.8650,3.4036,0.0132,3.3904,1.84130289016591,0.9207
20NG,from_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,5,0.9748,0.9687,0.9652,0.9839,0.9784,0.9755,0.8285,0.8874,0.9744,0.8580,3.3576,0.0136,3.3440,1.82866156427773,0.9143
20NG,from_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,10,0.9748,0.9687,0.9652,0.9839,0.9784,0.9755,0.8285,0.8874,0.9744,0.8580,3.3576,0.0136,3.3440,1.82866156427773,0.9143
20NG,from_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,50,0.9748,0.9687,0.9652,0.984,0.9784,0.9755,0.8284,0.8874,0.974433333333333,0.8579,3.35744544444444,0.0135800177777777,3.34386542666666,1.82862391613657,0.9143
20NG,from_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,5,0.9791,0.9771,0.9764,0.9922,0.9895,0.9882,0.9836,0.9831,0.9838,0.9834,3.8695,0.0000,3.8695,1.96709995933099,0.9835
20NG,from_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,10,0.9957,0.9943,0.9937,0.9978,0.9967,0.9961,0.9923,0.9928,0.9957,0.9926,3.9532,0.0000,3.9532,1.98826414492642,0.9941
20NG,from_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,50,0.9998,0.9995,0.9993,0.9998,0.9997,0.9996,0.9983,0.9984,0.9996,0.9984,3.9919,0.0000,3.9919,1.9979662651473,0.999
20NG,from_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,5,0.9834,0.9761,0.9724,0.988,0.9806,0.9772,0.8387,0.8919,0.979616666666667,0.8653,3.40371750694445,0.0130683002777779,3.39064920666667,1.84137155584273,0.9207
20NG,from_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,10,0.9838,0.9763,0.9724,0.988,0.9806,0.9772,0.8384,0.8917,0.979716666666667,0.8651,3.40316405444445,0.0131484444444445,3.39001561000001,1.84119950304143,0.9206
20NG,from_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,50,0.9837,0.9764,0.9726,0.9881,0.9807,0.9773,0.8386,0.892,0.9798,0.8653,3.40439401,0.01311025,3.39128376,1.84154385231523,0.9208
20NG,from_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,5,0.9751,0.9691,0.9656,0.984,0.9784,0.9755,0.8282,0.8877,0.974616666666667,0.8580,3.35830058777778,0.0136111111111112,3.34468947666667,1.82884922196081,0.9144
20NG,from_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,10,0.9751,0.9691,0.9656,0.984,0.9784,0.9755,0.8282,0.8877,0.974616666666667,0.8580,3.35830058777778,0.0136111111111112,3.34468947666667,1.82884922196081,0.9144
20NG,from_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,50,0.9751,0.9691,0.9656,0.984,0.9785,0.9755,0.8282,0.8877,0.974633333333333,0.8580,3.35836167361111,0.0136150002777777,3.34474667333333,1.8288648592319,0.9144
20NG,from_body,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,5,0.9791,0.9771,0.9763,0.9922,0.9895,0.9882,0.9835,0.983,0.9837,0.98325,3.86902343361111,0.000000233611111110789,3.8690232,1.96698327395024,0.9835
20NG,from_body,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,10,0.9956,0.9943,0.9936,0.9977,0.9967,0.9961,0.9923,0.9927,0.9957,0.9925,3.9528,0.0000,3.9528,1.98816414479959,0.9941
20NG,from_body,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,50,0.9997,0.9995,0.9993,0.9998,0.9997,0.9996,0.9983,0.9983,0.9996,0.9983,3.9916,0.0000,3.9916,1.99789957705586,0.9989
20NG,from_body,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,5,0.9834,0.9762,0.9724,0.9881,0.9808,0.9774,0.8405,0.8933,0.9797,0.8669,3.4100,0.0127,3.3973,1.84316725050477,0.9216
20NG,from_body,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,10,0.9835,0.9759,0.9721,0.988,0.9806,0.9773,0.8393,0.893,0.979566666666667,0.86615,3.40667001361111,0.0128633402777779,3.39380667333333,1.84222872448926,0.9211
20NG,from_body,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,50,0.9835,0.9759,0.9722,0.9881,0.9807,0.9774,0.8369,0.8916,0.9796,0.8643,3.3999,0.0133,3.3866,1.84026966321062,0.9201
20NG,from_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,5,0.9314,0.9176,0.9084,0.9628,0.9488,0.9398,0.5441,0.5782,0.9348,0.5612,2.2379,0.1396,2.0983,1.4485344593761,0.7243
20NG,from_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,10,0.9314,0.9177,0.9085,0.9628,0.9489,0.9399,0.5442,0.5784,0.9349,0.5613,2.2385,0.1396,2.0990,1.4487797072019,0.7244
20NG,from_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,50,0.9313,0.9176,0.9084,0.9628,0.9489,0.9399,0.5443,0.5783,0.9348,0.5613,2.2384,0.1395,2.0989,1.44874096373368,0.7244
20NG,from_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,5,0.8904,0.8845,0.8811,0.9654,0.9542,0.948,0.7847,0.7505,0.9206,0.7676,2.8500,0.0234,2.8266,1.68125258066716,0.8406
20NG,from_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,10,0.9567,0.9476,0.9424,0.9869,0.98,0.9759,0.8747,0.8398,0.964916666666667,0.8573,3.32029136111111,0.0115921111111112,3.30869925,1.81898302630893,0.9095
20NG,from_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,50,0.9986,0.997,0.9957,0.9994,0.9987,0.9981,0.9683,0.9525,0.997916666666667,0.9604,3.83500416694445,0.0014075002777778,3.83359666666667,1.95795726885616,0.979
20NG,from_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,5,0.9451,0.9268,0.9156,0.9674,0.9475,0.9368,0.6066,0.565,0.9399,0.5858,2.32765877777778,0.125363204444445,2.20229557333334,1.48401333327344,0.742
20NG,from_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,10,0.9493,0.9295,0.918,0.9676,0.9476,0.9369,0.6157,0.5688,0.941483333333333,0.5923,2.35233793777778,0.121963921111111,2.23037401666667,1.4934436770989,0.7467
20NG,from_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,50,0.9499,0.9298,0.9184,0.9675,0.9476,0.937,0.6079,0.5661,0.9417,0.5870,2.3369,0.1258,2.2111,1.4869806992695,0.7435
20NG,from_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,5,0.9303,0.9174,0.9092,0.9625,0.9492,0.9402,0.5102,0.5363,0.9348,0.5233,2.1259,0.1694,1.9565,1.39876245302768,0.6994
20NG,from_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,10,0.9303,0.9174,0.9092,0.9625,0.9492,0.9402,0.5102,0.5363,0.9348,0.5233,2.1259,0.1694,1.9565,1.39876245302768,0.6994
20NG,from_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,50,0.93,0.9172,0.9091,0.9625,0.9491,0.9402,0.51,0.5362,0.934683333333333,0.5231,2.12513224694444,0.169400840277778,1.95573140666666,1.39847467144266,0.6992
20NG,from_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,5,0.898,0.8923,0.8891,0.9653,0.9546,0.9487,0.8171,0.7811,0.924666666666667,0.7991,2.97137152111111,0.0157669877777779,2.95560453333333,1.71918717228036,0.8596
20NG,from_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,10,0.9574,0.9488,0.9439,0.9874,0.981,0.9771,0.8701,0.8441,0.965933333333333,0.8571,3.32345053444444,0.0118446944444444,3.31160584,1.81978181109714,0.9099
20NG,from_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,50,0.9985,0.9968,0.9954,0.9994,0.9987,0.9981,0.9642,0.9521,0.9978,0.9582,3.8258,0.0016,3.8242,1.95556440872365,0.9778
20NG,from_body,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,5,0.9411,0.9235,0.9129,0.9686,0.9497,0.9382,0.5132,0.5142,0.9390,0.5137,2.1103,0.1809,1.9295,1.3890490272125,0.6945
20NG,from_body,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,10,0.9448,0.9255,0.9144,0.9689,0.9501,0.9386,0.5077,0.5115,0.9404,0.5096,2.1025,0.1856,1.9169,1.38451341151563,0.6923
20NG,from_body,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,50,0.9447,0.9258,0.9147,0.9689,0.95,0.9385,0.5079,0.5118,0.940433333333333,0.5099,2.10332174694444,0.185402006944444,1.91791974,1.38488979344928,0.6924
20NG,from_body,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,5,0.9312,0.9181,0.9096,0.9635,0.9502,0.9416,0.4978,0.5179,0.9357,0.5079,2.0838,0.1831,1.9008,1.37868813732475,0.6893
20NG,from_body,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,10,0.9313,0.9181,0.9097,0.9636,0.9502,0.9416,0.4978,0.5179,0.9358,0.5079,2.0840,0.1831,1.9009,1.3787249725743,0.6894
20NG,from_body,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,50,0.9313,0.9181,0.9097,0.9635,0.9502,0.9416,0.4978,0.5179,0.9357,0.5079,2.0839,0.1831,1.9008,1.37871269426713,0.6894
20NG,from_body,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,5,0.8989,0.8926,0.889,0.9631,0.9519,0.946,0.8113,0.7761,0.923583333333333,0.7937,2.94906204694444,0.0168696802777777,2.93219236666666,1.71236455425434,0.8562
20NG,from_body,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,10,0.9586,0.95,0.9451,0.9871,0.9803,0.9764,0.8674,0.8406,0.96625,0.8540,3.3133100625,0.0126000625,3.30071,1.81678562301665,0.9084
20NG,from_body,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,50,0.9985,0.9967,0.9954,0.9994,0.9986,0.998,0.9633,0.95,0.9978,0.95665,3.81974450694445,0.00169058027777781,3.81805392666667,1.95398411627799,0.977
20NG,from_body,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,5,0.9411,0.9231,0.9125,0.9684,0.9484,0.9367,0.4503,0.4602,0.9384,0.4553,1.9422,0.2334,1.7088,1.30719765146668,0.6536
20NG,from_body,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,10,0.9441,0.9247,0.9136,0.9687,0.9486,0.9369,0.453,0.461,0.9394,0.457,1.95002605444444,0.232741921111111,1.71728413333333,1.31045188134984,0.6552
20NG,from_body,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,50,0.9445,0.925,0.9137,0.9688,0.9489,0.9371,0.453,0.4623,0.939666666666667,0.45765,1.95249386694445,0.232340066944445,1.72015380000001,1.31154633924997,0.6558
20NG,from_body,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,5,0.9583,0.9503,0.9451,0.9735,0.9641,0.9584,0.786,0.7743,0.9583,0.78015,3.02215045444444,0.0317314844444443,2.99041897,1.72928279063894,0.8646
20NG,from_body,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,10,0.9583,0.9503,0.9451,0.9735,0.9641,0.9584,0.786,0.7743,0.9583,0.78015,3.02215045444444,0.0317314844444443,2.99041897,1.72928279063894,0.8646
20NG,from_body,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,50,0.9583,0.9503,0.9451,0.9735,0.9641,0.9584,0.786,0.7743,0.9583,0.78015,3.02215045444444,0.0317314844444443,2.99041897,1.72928279063894,0.8646
20NG,from_body,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,5,0.9648,0.962,0.9606,0.9868,0.9821,0.9797,0.9453,0.9296,0.972666666666667,0.9375,3.64854568027778,0.00124021361111113,3.64730546666667,1.90979199565468,0.9549
20NG,from_body,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,10,0.9893,0.9859,0.9841,0.9951,0.9926,0.991,0.962,0.9508,0.9897,0.9564,3.78717547111111,0.00110667111111113,3.7860688,1.94578231053733,0.9729
20NG,from_body,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,50,0.9994,0.9988,0.9983,0.9996,0.9992,0.9989,0.9873,0.9819,0.9990,0.9846,3.9348,0.0002,3.9346,1.98358082265382,0.9918
20NG,from_body,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,5,0.9724,0.9601,0.9529,0.9768,0.9617,0.9533,0.6698,0.6604,0.9629,0.6651,2.6503,0.0887,2.5616,1.6005031958731,0.8003
20NG,from_body,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,10,0.9731,0.9609,0.9536,0.9768,0.9618,0.9534,0.6688,0.6603,0.9633,0.6646,2.6498,0.0892,2.5606,1.60017356975215,0.8001
20NG,from_body,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,50,0.9733,0.961,0.9536,0.9769,0.9618,0.9534,0.668,0.6594,0.963333333333333,0.6637,2.64723746777778,0.0897801344444442,2.55745733333334,1.59920521926779,0.7996
20NG,from_body,google/bigbird-roberta-base,2048,PaCMAP,30,2,0.5,5,0.9585,0.9502,0.9451,0.9739,0.9646,0.9589,0.7839,0.7763,0.9585,0.7801,3.0228,0.0318,2.9910,1.72945292313302,0.8647
20NG,from_body,google/bigbird-roberta-base,2048,PaCMAP,30,2,0.5,10,0.9584,0.9502,0.9451,0.9739,0.9646,0.9589,0.784,0.7763,0.9585,0.78015,3.02296177777778,0.0318146677777779,2.99114711,1.72949331019232,0.8647
