group1,group2,meandiff,p-adj,lower,upper,reject
from_organization_newsgroup_body_PaCMAP,subject_organization_body_PaCMAP,-0.0314,1.0,-0.1522,0.0893,False
from_organization_newsgroup_body_PaCMAP,subject_organization_body_UMAP,-0.035,1.0,-0.1557,0.0858,False
from_organization_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_PCA,0.1776,0.0,0.0568,0.2984,True
from_organization_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_PaCMAP,-0.007,1.0,-0.1278,0.1137,False
from_organization_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_UMAP,-0.0262,1.0,-0.147,0.0945,False
from_organization_newsgroup_body_UMAP,newsgroup_body_PCA,0.2004,0.0,0.0797,0.3212,True
from_organization_newsgroup_body_UMAP,newsgroup_body_PaCMAP,0.0127,1.0,-0.1081,0.1334,False
from_organization_newsgroup_body_UMAP,newsgroup_body_UMAP,-0.0019,1.0,-0.1226,0.1189,False
from_organization_newsgroup_body_UMAP,organization_body_PCA,0.1827,0.0,0.0619,0.3034,True
from_organization_newsgroup_body_UMAP,organization_body_PaCMAP,-0.0468,1.0,-0.1675,0.074,False
from_organization_newsgroup_body_UMAP,organization_body_UMAP,-0.0591,0.9993,-0.1798,0.0617,False
from_organization_newsgroup_body_UMAP,organization_newsgroup_body_PCA,0.1942,0.0,0.0735,0.315,True
from_organization_newsgroup_body_UMAP,organization_newsgroup_body_PaCMAP,-0.0016,1.0,-0.1223,0.1192,False
from_organization_newsgroup_body_UMAP,organization_newsgroup_body_UMAP,-0.0193,1.0,-0.1401,0.1014,False
from_organization_newsgroup_body_UMAP,subject_body_PCA,0.1777,0.0,0.0569,0.2984,True
from_organization_newsgroup_body_UMAP,subject_body_PaCMAP,-0.0193,1.0,-0.1401,0.1014,False
from_organization_newsgroup_body_UMAP,subject_body_UMAP,-0.0337,1.0,-0.1545,0.087,False
from_organization_newsgroup_body_UMAP,subject_from_body_PCA,0.1761,0.0,0.0554,0.2969,True
from_organization_newsgroup_body_UMAP,subject_from_body_PaCMAP,0.0002,1.0,-0.1206,0.1209,False
from_organization_newsgroup_body_UMAP,subject_from_body_UMAP,-0.0033,1.0,-0.1241,0.1175,False
from_organization_newsgroup_body_UMAP,subject_from_newsgroup_body_PCA,0.1829,0.0,0.0621,0.3036,True
from_organization_newsgroup_body_UMAP,subject_from_newsgroup_body_PaCMAP,0.0167,1.0,-0.1041,0.1374,False
from_organization_newsgroup_body_UMAP,subject_from_newsgroup_body_UMAP,-0.0007,1.0,-0.1215,0.12,False
from_organization_newsgroup_body_UMAP,subject_from_organization_body_PCA,0.1717,0.0,0.051,0.2925,True
from_organization_newsgroup_body_UMAP,subject_from_organization_body_PaCMAP,-0.0021,1.0,-0.1228,0.1187,False
from_organization_newsgroup_body_UMAP,subject_from_organization_body_UMAP,-0.001,1.0,-0.1217,0.1198,False
from_organization_newsgroup_body_UMAP,subject_from_organization_newsgroup_body_PCA,0.1776,0.0,0.0569,0.2984,True
from_organization_newsgroup_body_UMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0148,1.0,-0.106,0.1355,False
from_organization_newsgroup_body_UMAP,subject_from_organization_newsgroup_body_UMAP,-0.0002,1.0,-0.1209,0.1206,False
from_organization_newsgroup_body_UMAP,subject_newsgroup_body_PCA,0.1923,0.0,0.0715,0.313,True
from_organization_newsgroup_body_UMAP,subject_newsgroup_body_PaCMAP,0.004,1.0,-0.1168,0.1247,False
from_organization_newsgroup_body_UMAP,subject_newsgroup_body_UMAP,-0.017,1.0,-0.1377,0.1038,False
from_organization_newsgroup_body_UMAP,subject_organization_body_PCA,0.1761,0.0,0.0554,0.2969,True
from_organization_newsgroup_body_UMAP,subject_organization_body_PaCMAP,-0.023,1.0,-0.1438,0.0977,False
from_organization_newsgroup_body_UMAP,subject_organization_body_UMAP,-0.0266,1.0,-0.1474,0.0941,False
from_organization_newsgroup_body_UMAP,subject_organization_newsgroup_body_PCA,0.186,0.0,0.0652,0.3067,True
from_organization_newsgroup_body_UMAP,subject_organization_newsgroup_body_PaCMAP,0.0013,1.0,-0.1194,0.1221,False
from_organization_newsgroup_body_UMAP,subject_organization_newsgroup_body_UMAP,-0.0179,1.0,-0.1386,0.1029,False
newsgroup_body_PCA,newsgroup_body_PaCMAP,-0.1878,0.0,-0.3085,-0.067,True
newsgroup_body_PCA,newsgroup_body_UMAP,-0.2023,0.0,-0.323,-0.0815,True
newsgroup_body_PCA,organization_body_PCA,-0.0177,1.0,-0.1385,0.103,False
newsgroup_body_PCA,organization_body_PaCMAP,-0.2472,0.0,-0.3679,-0.1264,True
newsgroup_body_PCA,organization_body_UMAP,-0.2595,0.0,-0.3803,-0.1387,True
newsgroup_body_PCA,organization_newsgroup_body_PCA,-0.0062,1.0,-0.127,0.1145,False
newsgroup_body_PCA,organization_newsgroup_body_PaCMAP,-0.202,0.0,-0.3227,-0.0812,True
newsgroup_body_PCA,organization_newsgroup_body_UMAP,-0.2198,0.0,-0.3405,-0.099,True
newsgroup_body_PCA,subject_body_PCA,-0.0228,1.0,-0.1435,0.098,False
newsgroup_body_PCA,subject_body_PaCMAP,-0.2197,0.0,-0.3405,-0.099,True
newsgroup_body_PCA,subject_body_UMAP,-0.2342,0.0,-0.3549,-0.1134,True
newsgroup_body_PCA,subject_from_body_PCA,-0.0243,1.0,-0.145,0.0965,False
newsgroup_body_PCA,subject_from_body_PaCMAP,-0.2003,0.0,-0.321,-0.0795,True
newsgroup_body_PCA,subject_from_body_UMAP,-0.2037,0.0,-0.3245,-0.083,True
newsgroup_body_PCA,subject_from_newsgroup_body_PCA,-0.0176,1.0,-0.1383,0.1032,False
newsgroup_body_PCA,subject_from_newsgroup_body_PaCMAP,-0.1838,0.0,-0.3045,-0.063,True
newsgroup_body_PCA,subject_from_newsgroup_body_UMAP,-0.2011,0.0,-0.3219,-0.0804,True
newsgroup_body_PCA,subject_from_organization_body_PCA,-0.0287,1.0,-0.1494,0.0921,False
newsgroup_body_PCA,subject_from_organization_body_PaCMAP,-0.2025,0.0,-0.3232,-0.0817,True
newsgroup_body_PCA,subject_from_organization_body_UMAP,-0.2014,0.0,-0.3221,-0.0806,True
newsgroup_body_PCA,subject_from_organization_newsgroup_body_PCA,-0.0228,1.0,-0.1435,0.098,False
newsgroup_body_PCA,subject_from_organization_newsgroup_body_PaCMAP,-0.1857,0.0,-0.3064,-0.0649,True
newsgroup_body_PCA,subject_from_organization_newsgroup_body_UMAP,-0.2006,0.0,-0.3213,-0.0798,True
newsgroup_body_PCA,subject_newsgroup_body_PCA,-0.0081,1.0,-0.1289,0.1126,False
newsgroup_body_PCA,subject_newsgroup_body_PaCMAP,-0.1964,0.0,-0.3172,-0.0757,True
newsgroup_body_PCA,subject_newsgroup_body_UMAP,-0.2174,0.0,-0.3382,-0.0967,True
newsgroup_body_PCA,subject_organization_body_PCA,-0.0243,1.0,-0.1451,0.0964,False
newsgroup_body_PCA,subject_organization_body_PaCMAP,-0.2235,0.0,-0.3442,-0.1027,True
newsgroup_body_PCA,subject_organization_body_UMAP,-0.227,0.0,-0.3478,-0.1063,True
newsgroup_body_PCA,subject_organization_newsgroup_body_PCA,-0.0145,1.0,-0.1352,0.1063,False
newsgroup_body_PCA,subject_organization_newsgroup_body_PaCMAP,-0.1991,0.0,-0.3198,-0.0783,True
newsgroup_body_PCA,subject_organization_newsgroup_body_UMAP,-0.2183,0.0,-0.339,-0.0975,True
newsgroup_body_PaCMAP,newsgroup_body_UMAP,-0.0145,1.0,-0.1353,0.1062,False
newsgroup_body_PaCMAP,organization_body_PCA,0.17,0.0,0.0493,0.2908,True
newsgroup_body_PaCMAP,organization_body_PaCMAP,-0.0594,0.9992,-0.1802,0.0613,False
newsgroup_body_PaCMAP,organization_body_UMAP,-0.0717,0.9717,-0.1925,0.049,False
newsgroup_body_PaCMAP,organization_newsgroup_body_PCA,0.1816,0.0,0.0608,0.3023,True
newsgroup_body_PaCMAP,organization_newsgroup_body_PaCMAP,-0.0142,1.0,-0.135,0.1065,False
newsgroup_body_PaCMAP,organization_newsgroup_body_UMAP,-0.032,1.0,-0.1527,0.0888,False
newsgroup_body_PaCMAP,subject_body_PCA,0.165,0.0001,0.0442,0.2858,True
newsgroup_body_PaCMAP,subject_body_PaCMAP,-0.032,1.0,-0.1527,0.0888,False
newsgroup_body_PaCMAP,subject_body_UMAP,-0.0464,1.0,-0.1672,0.0744,False
newsgroup_body_PaCMAP,subject_from_body_PCA,0.1635,0.0001,0.0427,0.2842,True
newsgroup_body_PaCMAP,subject_from_body_PaCMAP,-0.0125,1.0,-0.1332,0.1083,False
newsgroup_body_PaCMAP,subject_from_body_UMAP,-0.0159,1.0,-0.1367,0.1048,False
newsgroup_body_PaCMAP,subject_from_newsgroup_body_PCA,0.1702,0.0,0.0495,0.291,True
newsgroup_body_PaCMAP,subject_from_newsgroup_body_PaCMAP,0.004,1.0,-0.1167,0.1248,False
newsgroup_body_PaCMAP,subject_from_newsgroup_body_UMAP,-0.0134,1.0,-0.1341,0.1074,False
newsgroup_body_PaCMAP,subject_from_organization_body_PCA,0.1591,0.0002,0.0383,0.2799,True
newsgroup_body_PaCMAP,subject_from_organization_body_PaCMAP,-0.0147,1.0,-0.1355,0.106,False
newsgroup_body_PaCMAP,subject_from_organization_body_UMAP,-0.0136,1.0,-0.1344,0.1071,False
newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_PCA,0.165,0.0001,0.0442,0.2857,True
newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0021,1.0,-0.1187,0.1229,False
newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_UMAP,-0.0128,1.0,-0.1336,0.1079,False
newsgroup_body_PaCMAP,subject_newsgroup_body_PCA,0.1796,0.0,0.0589,0.3004,True
newsgroup_body_PaCMAP,subject_newsgroup_body_PaCMAP,-0.0087,1.0,-0.1294,0.1121,False
newsgroup_body_PaCMAP,subject_newsgroup_body_UMAP,-0.0296,1.0,-0.1504,0.0911,False
newsgroup_body_PaCMAP,subject_organization_body_PCA,0.1635,0.0001,0.0427,0.2842,True
newsgroup_body_PaCMAP,subject_organization_body_PaCMAP,-0.0357,1.0,-0.1565,0.0851,False
newsgroup_body_PaCMAP,subject_organization_body_UMAP,-0.0393,1.0,-0.16,0.0815,False
newsgroup_body_PaCMAP,subject_organization_newsgroup_body_PCA,0.1733,0.0,0.0526,0.2941,True
newsgroup_body_PaCMAP,subject_organization_newsgroup_body_PaCMAP,-0.0113,1.0,-0.1321,0.1094,False
newsgroup_body_PaCMAP,subject_organization_newsgroup_body_UMAP,-0.0305,1.0,-0.1513,0.0902,False
newsgroup_body_UMAP,organization_body_PCA,0.1846,0.0,0.0638,0.3053,True
newsgroup_body_UMAP,organization_body_PaCMAP,-0.0449,1.0,-0.1656,0.0759,False
newsgroup_body_UMAP,organization_body_UMAP,-0.0572,0.9997,-0.178,0.0635,False
newsgroup_body_UMAP,organization_newsgroup_body_PCA,0.1961,0.0,0.0753,0.3168,True
newsgroup_body_UMAP,organization_newsgroup_body_PaCMAP,0.0003,1.0,-0.1204,0.1211,False
newsgroup_body_UMAP,organization_newsgroup_body_UMAP,-0.0175,1.0,-0.1382,0.1033,False
newsgroup_body_UMAP,subject_body_PCA,0.1795,0.0,0.0588,0.3003,True
newsgroup_body_UMAP,subject_body_PaCMAP,-0.0174,1.0,-0.1382,0.1033,False
newsgroup_body_UMAP,subject_body_UMAP,-0.0319,1.0,-0.1526,0.0889,False
newsgroup_body_UMAP,subject_from_body_PCA,0.178,0.0,0.0573,0.2988,True
newsgroup_body_UMAP,subject_from_body_PaCMAP,0.002,1.0,-0.1187,0.1228,False
newsgroup_body_UMAP,subject_from_body_UMAP,-0.0014,1.0,-0.1222,0.1193,False
newsgroup_body_UMAP,subject_from_newsgroup_body_PCA,0.1847,0.0,0.064,0.3055,True
newsgroup_body_UMAP,subject_from_newsgroup_body_PaCMAP,0.0185,1.0,-0.1022,0.1393,False
newsgroup_body_UMAP,subject_from_newsgroup_body_UMAP,0.0012,1.0,-0.1196,0.1219,False
newsgroup_body_UMAP,subject_from_organization_body_PCA,0.1736,0.0,0.0529,0.2944,True
newsgroup_body_UMAP,subject_from_organization_body_PaCMAP,-0.0002,1.0,-0.121,0.1206,False
newsgroup_body_UMAP,subject_from_organization_body_UMAP,0.0009,1.0,-0.1199,0.1217,False
newsgroup_body_UMAP,subject_from_organization_newsgroup_body_PCA,0.1795,0.0,0.0587,0.3003,True
newsgroup_body_UMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0166,1.0,-0.1041,0.1374,False
newsgroup_body_UMAP,subject_from_organization_newsgroup_body_UMAP,0.0017,1.0,-0.1191,0.1225,False
newsgroup_body_UMAP,subject_newsgroup_body_PCA,0.1942,0.0,0.0734,0.3149,True
newsgroup_body_UMAP,subject_newsgroup_body_PaCMAP,0.0058,1.0,-0.1149,0.1266,False
newsgroup_body_UMAP,subject_newsgroup_body_UMAP,-0.0151,1.0,-0.1359,0.1056,False
newsgroup_body_UMAP,subject_organization_body_PCA,0.178,0.0,0.0572,0.2987,True
newsgroup_body_UMAP,subject_organization_body_PaCMAP,-0.0212,1.0,-0.1419,0.0996,False
newsgroup_body_UMAP,subject_organization_body_UMAP,-0.0247,1.0,-0.1455,0.096,False
newsgroup_body_UMAP,subject_organization_newsgroup_body_PCA,0.1878,0.0,0.0671,0.3086,True
newsgroup_body_UMAP,subject_organization_newsgroup_body_PaCMAP,0.0032,1.0,-0.1175,0.124,False
newsgroup_body_UMAP,subject_organization_newsgroup_body_UMAP,-0.016,1.0,-0.1367,0.1048,False
organization_body_PCA,organization_body_PaCMAP,-0.2294,0.0,-0.3502,-0.1087,True
organization_body_PCA,organization_body_UMAP,-0.2418,0.0,-0.3625,-0.121,True
organization_body_PCA,organization_newsgroup_body_PCA,0.0115,1.0,-0.1092,0.1323,False
organization_body_PCA,organization_newsgroup_body_PaCMAP,-0.1842,0.0,-0.305,-0.0635,True
organization_body_PCA,organization_newsgroup_body_UMAP,-0.202,0.0,-0.3228,-0.0813,True
organization_body_PCA,subject_body_PCA,-0.005,1.0,-0.1258,0.1157,False
organization_body_PCA,subject_body_PaCMAP,-0.202,0.0,-0.3228,-0.0812,True
organization_body_PCA,subject_body_UMAP,-0.2164,0.0,-0.3372,-0.0957,True
organization_body_PCA,subject_from_body_PCA,-0.0065,1.0,-0.1273,0.1142,False
organization_body_PCA,subject_from_body_PaCMAP,-0.1825,0.0,-0.3033,-0.0618,True
organization_body_PCA,subject_from_body_UMAP,-0.186,0.0,-0.3067,-0.0652,True
organization_body_PCA,subject_from_newsgroup_body_PCA,0.0002,1.0,-0.1206,0.1209,False
organization_body_PCA,subject_from_newsgroup_body_PaCMAP,-0.166,0.0001,-0.2868,-0.0453,True
organization_body_PCA,subject_from_newsgroup_body_UMAP,-0.1834,0.0,-0.3042,-0.0626,True
organization_body_PCA,subject_from_organization_body_PCA,-0.0109,1.0,-0.1317,0.1098,False
organization_body_PCA,subject_from_organization_body_PaCMAP,-0.1848,0.0,-0.3055,-0.064,True
organization_body_PCA,subject_from_organization_body_UMAP,-0.1837,0.0,-0.3044,-0.0629,True
organization_body_PCA,subject_from_organization_newsgroup_body_PCA,-0.0051,1.0,-0.1258,0.1157,False
organization_body_PCA,subject_from_organization_newsgroup_body_PaCMAP,-0.1679,0.0,-0.2887,-0.0472,True
organization_body_PCA,subject_from_organization_newsgroup_body_UMAP,-0.1829,0.0,-0.3036,-0.0621,True
organization_body_PCA,subject_newsgroup_body_PCA,0.0096,1.0,-0.1112,0.1304,False
organization_body_PCA,subject_newsgroup_body_PaCMAP,-0.1787,0.0,-0.2995,-0.058,True
organization_body_PCA,subject_newsgroup_body_UMAP,-0.1997,0.0,-0.3204,-0.0789,True
organization_body_PCA,subject_organization_body_PCA,-0.0066,1.0,-0.1273,0.1142,False
organization_body_PCA,subject_organization_body_PaCMAP,-0.2057,0.0,-0.3265,-0.085,True
organization_body_PCA,subject_organization_body_UMAP,-0.2093,0.0,-0.3301,-0.0885,True
organization_body_PCA,subject_organization_newsgroup_body_PCA,0.0033,1.0,-0.1175,0.124,False
organization_body_PCA,subject_organization_newsgroup_body_PaCMAP,-0.1814,0.0,-0.3021,-0.0606,True
organization_body_PCA,subject_organization_newsgroup_body_UMAP,-0.2005,0.0,-0.3213,-0.0798,True
organization_body_PaCMAP,organization_body_UMAP,-0.0123,1.0,-0.1331,0.1084,False
organization_body_PaCMAP,organization_newsgroup_body_PCA,0.241,0.0,0.1202,0.3617,True
organization_body_PaCMAP,organization_newsgroup_body_PaCMAP,0.0452,1.0,-0.0756,0.166,False
organization_body_PaCMAP,organization_newsgroup_body_UMAP,0.0274,1.0,-0.0933,0.1482,False
organization_body_PaCMAP,subject_body_PCA,0.2244,0.0,0.1037,0.3452,True
organization_body_PaCMAP,subject_body_PaCMAP,0.0274,1.0,-0.0933,0.1482,False
organization_body_PaCMAP,subject_body_UMAP,0.013,1.0,-0.1077,0.1338,False
organization_body_PaCMAP,subject_from_body_PCA,0.2229,0.0,0.1021,0.3437,True
organization_body_PaCMAP,subject_from_body_PaCMAP,0.0469,1.0,-0.0738,0.1677,False
organization_body_PaCMAP,subject_from_body_UMAP,0.0435,1.0,-0.0773,0.1642,False
organization_body_PaCMAP,subject_from_newsgroup_body_PCA,0.2296,0.0,0.1089,0.3504,True
organization_body_PaCMAP,subject_from_newsgroup_body_PaCMAP,0.0634,0.9969,-0.0573,0.1842,False
organization_body_PaCMAP,subject_from_newsgroup_body_UMAP,0.046,1.0,-0.0747,0.1668,False
organization_body_PaCMAP,subject_from_organization_body_PCA,0.2185,0.0,0.0977,0.3393,True
organization_body_PaCMAP,subject_from_organization_body_PaCMAP,0.0447,1.0,-0.0761,0.1654,False
organization_body_PaCMAP,subject_from_organization_body_UMAP,0.0458,1.0,-0.075,0.1665,False
organization_body_PaCMAP,subject_from_organization_newsgroup_body_PCA,0.2244,0.0,0.1036,0.3451,True
organization_body_PaCMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0615,0.9983,-0.0592,0.1823,False
organization_body_PaCMAP,subject_from_organization_newsgroup_body_UMAP,0.0466,1.0,-0.0742,0.1673,False
organization_body_PaCMAP,subject_newsgroup_body_PCA,0.239,0.0,0.1183,0.3598,True
organization_body_PaCMAP,subject_newsgroup_body_PaCMAP,0.0507,1.0,-0.07,0.1715,False
organization_body_PaCMAP,subject_newsgroup_body_UMAP,0.0298,1.0,-0.091,0.1505,False
organization_body_PaCMAP,subject_organization_body_PCA,0.2229,0.0,0.1021,0.3436,True
organization_body_PaCMAP,subject_organization_body_PaCMAP,0.0237,1.0,-0.097,0.1445,False
organization_body_PaCMAP,subject_organization_body_UMAP,0.0201,1.0,-0.1006,0.1409,False
organization_body_PaCMAP,subject_organization_newsgroup_body_PCA,0.2327,0.0,0.112,0.3535,True
organization_body_PaCMAP,subject_organization_newsgroup_body_PaCMAP,0.0481,1.0,-0.0727,0.1689,False
organization_body_PaCMAP,subject_organization_newsgroup_body_UMAP,0.0289,1.0,-0.0919,0.1497,False
organization_body_UMAP,organization_newsgroup_body_PCA,0.2533,0.0,0.1325,0.374,True
organization_body_UMAP,organization_newsgroup_body_PaCMAP,0.0575,0.9996,-0.0632,0.1783,False
organization_body_UMAP,organization_newsgroup_body_UMAP,0.0397,1.0,-0.081,0.1605,False
organization_body_UMAP,subject_body_PCA,0.2367,0.0,0.116,0.3575,True
organization_body_UMAP,subject_body_PaCMAP,0.0398,1.0,-0.081,0.1605,False
organization_body_UMAP,subject_body_UMAP,0.0253,1.0,-0.0954,0.1461,False
organization_body_UMAP,subject_from_body_PCA,0.2352,0.0,0.1145,0.356,True
organization_body_UMAP,subject_from_body_PaCMAP,0.0592,0.9993,-0.0615,0.18,False
organization_body_UMAP,subject_from_body_UMAP,0.0558,0.9998,-0.065,0.1765,False
organization_body_UMAP,subject_from_newsgroup_body_PCA,0.2419,0.0,0.1212,0.3627,True
organization_body_UMAP,subject_from_newsgroup_body_PaCMAP,0.0757,0.9377,-0.045,0.1965,False
organization_body_UMAP,subject_from_newsgroup_body_UMAP,0.0584,0.9995,-0.0624,0.1791,False
organization_body_UMAP,subject_from_organization_body_PCA,0.2308,0.0,0.1101,0.3516,True
organization_body_UMAP,subject_from_organization_body_PaCMAP,0.057,0.9997,-0.0637,0.1778,False
organization_body_UMAP,subject_from_organization_body_UMAP,0.0581,0.9995,-0.0626,0.1789,False
organization_body_UMAP,subject_from_organization_newsgroup_body_PCA,0.2367,0.0,0.116,0.3575,True
organization_body_UMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0738,0.9564,-0.0469,0.1946,False
organization_body_UMAP,subject_from_organization_newsgroup_body_UMAP,0.0589,0.9994,-0.0618,0.1797,False
organization_body_UMAP,subject_newsgroup_body_PCA,0.2514,0.0,0.1306,0.3721,True
organization_body_UMAP,subject_newsgroup_body_PaCMAP,0.0631,0.9972,-0.0577,0.1838,False
organization_body_UMAP,subject_newsgroup_body_UMAP,0.0421,1.0,-0.0787,0.1628,False
organization_body_UMAP,subject_organization_body_PCA,0.2352,0.0,0.1144,0.356,True
organization_body_UMAP,subject_organization_body_PaCMAP,0.036,1.0,-0.0847,0.1568,False
organization_body_UMAP,subject_organization_body_UMAP,0.0325,1.0,-0.0883,0.1532,False
organization_body_UMAP,subject_organization_newsgroup_body_PCA,0.245,0.0,0.1243,0.3658,True
organization_body_UMAP,subject_organization_newsgroup_body_PaCMAP,0.0604,0.9989,-0.0603,0.1812,False
organization_body_UMAP,subject_organization_newsgroup_body_UMAP,0.0412,1.0,-0.0795,0.162,False
organization_newsgroup_body_PCA,organization_newsgroup_body_PaCMAP,-0.1958,0.0,-0.3165,-0.075,True
organization_newsgroup_body_PCA,organization_newsgroup_body_UMAP,-0.2135,0.0,-0.3343,-0.0928,True
organization_newsgroup_body_PCA,subject_body_PCA,-0.0166,1.0,-0.1373,0.1042,False
organization_newsgroup_body_PCA,subject_body_PaCMAP,-0.2135,0.0,-0.3343,-0.0928,True
organization_newsgroup_body_PCA,subject_body_UMAP,-0.228,0.0,-0.3487,-0.1072,True
organization_newsgroup_body_PCA,subject_from_body_PCA,-0.0181,1.0,-0.1388,0.1027,False
organization_newsgroup_body_PCA,subject_from_body_PaCMAP,-0.194,0.0,-0.3148,-0.0733,True
organization_newsgroup_body_PCA,subject_from_body_UMAP,-0.1975,0.0,-0.3183,-0.0767,True
organization_newsgroup_body_PCA,subject_from_newsgroup_body_PCA,-0.0113,1.0,-0.1321,0.1094,False
organization_newsgroup_body_PCA,subject_from_newsgroup_body_PaCMAP,-0.1775,0.0,-0.2983,-0.0568,True
organization_newsgroup_body_PCA,subject_from_newsgroup_body_UMAP,-0.1949,0.0,-0.3157,-0.0742,True
organization_newsgroup_body_PCA,subject_from_organization_body_PCA,-0.0225,1.0,-0.1432,0.0983,False
organization_newsgroup_body_PCA,subject_from_organization_body_PaCMAP,-0.1963,0.0,-0.317,-0.0755,True
organization_newsgroup_body_PCA,subject_from_organization_body_UMAP,-0.1952,0.0,-0.3159,-0.0744,True
organization_newsgroup_body_PCA,subject_from_organization_newsgroup_body_PCA,-0.0166,1.0,-0.1373,0.1042,False
organization_newsgroup_body_PCA,subject_from_organization_newsgroup_body_PaCMAP,-0.1795,0.0,-0.3002,-0.0587,True
organization_newsgroup_body_PCA,subject_from_organization_newsgroup_body_UMAP,-0.1944,0.0,-0.3151,-0.0736,True
organization_newsgroup_body_PCA,subject_newsgroup_body_PCA,-0.0019,1.0,-0.1227,0.1188,False
organization_newsgroup_body_PCA,subject_newsgroup_body_PaCMAP,-0.1902,0.0,-0.311,-0.0695,True
organization_newsgroup_body_PCA,subject_newsgroup_body_UMAP,-0.2112,0.0,-0.3319,-0.0904,True
organization_newsgroup_body_PCA,subject_organization_body_PCA,-0.0181,1.0,-0.1388,0.1027,False
organization_newsgroup_body_PCA,subject_organization_body_PaCMAP,-0.2173,0.0,-0.338,-0.0965,True
organization_newsgroup_body_PCA,subject_organization_body_UMAP,-0.2208,0.0,-0.3416,-0.1001,True
organization_newsgroup_body_PCA,subject_organization_newsgroup_body_PCA,-0.0082,1.0,-0.129,0.1125,False
organization_newsgroup_body_PCA,subject_organization_newsgroup_body_PaCMAP,-0.1929,0.0,-0.3136,-0.0721,True
organization_newsgroup_body_PCA,subject_organization_newsgroup_body_UMAP,-0.2121,0.0,-0.3328,-0.0913,True
organization_newsgroup_body_PaCMAP,organization_newsgroup_body_UMAP,-0.0178,1.0,-0.1385,0.103,False
organization_newsgroup_body_PaCMAP,subject_body_PCA,0.1792,0.0,0.0585,0.3,True
organization_newsgroup_body_PaCMAP,subject_body_PaCMAP,-0.0178,1.0,-0.1385,0.103,False
organization_newsgroup_body_PaCMAP,subject_body_UMAP,-0.0322,1.0,-0.1529,0.0886,False
organization_newsgroup_body_PaCMAP,subject_from_body_PCA,0.1777,0.0,0.0569,0.2985,True
organization_newsgroup_body_PaCMAP,subject_from_body_PaCMAP,0.0017,1.0,-0.119,0.1225,False
organization_newsgroup_body_PaCMAP,subject_from_body_UMAP,-0.0017,1.0,-0.1225,0.119,False
organization_newsgroup_body_PaCMAP,subject_from_newsgroup_body_PCA,0.1844,0.0,0.0637,0.3052,True
organization_newsgroup_body_PaCMAP,subject_from_newsgroup_body_PaCMAP,0.0182,1.0,-0.1025,0.139,False
organization_newsgroup_body_PaCMAP,subject_from_newsgroup_body_UMAP,0.0008,1.0,-0.1199,0.1216,False
organization_newsgroup_body_PaCMAP,subject_from_organization_body_PCA,0.1733,0.0,0.0526,0.2941,True
organization_newsgroup_body_PaCMAP,subject_from_organization_body_PaCMAP,-0.0005,1.0,-0.1213,0.1202,False
organization_newsgroup_body_PaCMAP,subject_from_organization_body_UMAP,0.0006,1.0,-0.1202,0.1213,False
organization_newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_PCA,0.1792,0.0,0.0584,0.2999,True
organization_newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0163,1.0,-0.1044,0.1371,False
organization_newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_UMAP,0.0014,1.0,-0.1194,0.1221,False
organization_newsgroup_body_PaCMAP,subject_newsgroup_body_PCA,0.1938,0.0,0.0731,0.3146,True
organization_newsgroup_body_PaCMAP,subject_newsgroup_body_PaCMAP,0.0055,1.0,-0.1152,0.1263,False
organization_newsgroup_body_PaCMAP,subject_newsgroup_body_UMAP,-0.0154,1.0,-0.1362,0.1053,False
organization_newsgroup_body_PaCMAP,subject_organization_body_PCA,0.1777,0.0,0.0569,0.2984,True
organization_newsgroup_body_PaCMAP,subject_organization_body_PaCMAP,-0.0215,1.0,-0.1422,0.0993,False
organization_newsgroup_body_PaCMAP,subject_organization_body_UMAP,-0.0251,1.0,-0.1458,0.0957,False
organization_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_PCA,0.1875,0.0,0.0668,0.3083,True
organization_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_PaCMAP,0.0029,1.0,-0.1179,0.1237,False
organization_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_UMAP,-0.0163,1.0,-0.1371,0.1045,False
organization_newsgroup_body_UMAP,subject_body_PCA,0.197,0.0,0.0762,0.3177,True
organization_newsgroup_body_UMAP,subject_body_PaCMAP,0.0,1.0,-0.1207,0.1208,False
organization_newsgroup_body_UMAP,subject_body_UMAP,-0.0144,1.0,-0.1352,0.1063,False
organization_newsgroup_body_UMAP,subject_from_body_PCA,0.1955,0.0,0.0747,0.3162,True
organization_newsgroup_body_UMAP,subject_from_body_PaCMAP,0.0195,1.0,-0.1013,0.1402,False
